epoch;c1_acc;c1_loss;c2_acc;c2_loss;c3_acc;c3_loss;c4_acc;c4_loss;loss;val_c1_acc;val_c1_loss;val_c2_acc;val_c2_loss;val_c3_acc;val_c3_loss;val_c4_acc;val_c4_loss;val_loss
0;0.017578125;4.363363585621118;0.0197265625;4.362732382118702;0.0181640625;4.355299112200737;0.01982421875;4.355923271924257;17.437318360805513;0.0156494140625;5.082737429812551;0.0164794921875;4.788217620365321;0.0175048828125;5.059872579202056;0.0172119140625;5.00347200166434;19.934299635887147
1;0.02880859375;4.230010228604078;0.04169921875;4.10202442407608;0.04375;4.084388229250908;0.041015625;4.091653189063072;16.50807606577873;0.017431640625;4.288161676004529;0.0227294921875;4.2363009003922345;0.023046875;4.25865985378623;0.0212646484375;4.24250847119838;17.025630936026573
2;0.178515625;3.3688490957021715;0.339453125;2.4658087976276875;0.3560546875;2.3474890768527983;0.40478515625;2.148090098053217;10.330237095057964;0.093310546875;3.749974446743727;0.1733642578125;3.3406848844140766;0.153564453125;3.525500909239054;0.202294921875;3.0026558939367534;13.61881615370512
3;0.41630859375;2.086158537864685;0.562890625;1.5510645659640432;0.58720703125;1.4521125497296452;0.6400390625;1.2008611112833023;6.290196774899959;0.495703125;1.77272764518857;0.5785888671875;1.4649527311325072;0.6019287109375;1.3883090919349343;0.68134765625;1.062009846745059;5.687999317795038
4;0.63623046875;1.2427104372531175;0.65859375;1.1831572039052844;0.68544921875;1.1159871348179877;0.74521484375;0.8331595052033662;4.375014268606901;0.6688720703125;1.1826410092413426;0.644189453125;1.2735125332605093;0.650390625;1.2701018346473574;0.7197265625;0.9747300174785778;4.700985403172671
5;0.7392578125;0.8499101736582816;0.730859375;0.9451603470370173;0.7439453125;0.9060411645099521;0.80546875;0.6546209094114601;3.3557325940579177;0.3842529296875;2.2318133797496555;0.399609375;2.460040328465402;0.35087890625;2.747208273038268;0.4833740234375;1.936946108750999;9.376008081808687
6;0.80791015625;0.6280542714521289;0.76669921875;0.8026373266242445;0.78095703125;0.803122382145375;0.84091796875;0.5565533638000488;2.790367344021797;0.3657958984375;2.340319226589054;0.3566162109375;2.600519675016403;0.302978515625;2.8636903340928255;0.387646484375;2.37723191017285;10.181761133298277
7;0.84375;0.5167813616804778;0.80087890625;0.6820051765535027;0.80322265625;0.7190228479914367;0.8619140625;0.4640882395207882;2.3818976232782005;0.26669921875;3.167067154776305;0.315771484375;2.980344249960035;0.2945556640625;3.009347962215543;0.39541015625;2.2821881322190167;11.438947499543428
8;0.86083984375;0.4390406340826303;0.8287109375;0.5753112855600193;0.82802734375;0.6246045812498778;0.8833984375;0.40418874137103555;2.0431452414020894;0.3934326171875;2.37820956138894;0.41640625;2.220490145497024;0.4115234375;2.266332752350718;0.4758056640625;1.9264250550419093;8.791457517445087
9;0.882421875;0.38332654347177597;0.8466796875;0.5359143993351608;0.84541015625;0.5527031058678403;0.8919921875;0.364313220535405;1.8362572768703103;0.575;1.5350348168518395;0.5769287109375;1.577543784910813;0.575830078125;1.6066073204856366;0.6522216796875;1.2049140015617013;5.9240999290719625
